LOC,GENO,TAXA,range,row,BLOCK,Y,M,h1,h2,h3,h4
14EF,PRE0097,PI221624,23,10,12,5.539473896,0.859437751,0.385,0.82,2.254,2.718
14EF,PRE1442,PI525049,23,11,12,10.58088465,0.7593361,0.425,1.39,2.73,3.586
14EF,PRE0465,PI155138,23,12,12,7.366133597,0.800395257,0.45,1.31,3.01,3.838
14EF,PRE1083,NSL365706,23,2,11,5.266344086,0.865591398,0.325,0.63,1.733,2.323
14EF,PRE0567,NSL51982,23,3,11,6.27079598,0.834170854,0.375,0.635,1.951,2.411
14EF,PRE0092,PI197242,24,1,11,6.365545144,0.859580052,0.275,0.7,2.747,3.871
14EF,PRE0578,NSL54582,24,4,11,6.0367,0.833333333,0.285,0.69,2.565,2.883
14EF,PRE0720,NSL51991,24,5,11,9.223750943,0.635220126,0.375,1.115,2.338,3.016
14EF,PRE0609,NSL51085,24,6,11,8.409023438,0.6484375,0.365,1.01,3.849,4.026
14EF,PRE0998,NSL360516,24,7,12,9.459936599,0.682997118,0.325,0.895,3.429,3.446
14EF,Pacesetter,commercial hybrid,24,8,12,10.917315,0.775,0.4,1.09,3.108,3.589
14EF,PRE1039,PI330887,24,9,12,8.195987324,0.725352113,0.35,0.825,2.573,3.198
14EF,PRE0333,PI267650,24,10,12,9.762857143,0.714285714,0.3,1.175,3.495,4.167
14EF,PRE0370,PI660595,24,11,12,8.727631579,0.767801858,0.4,1.285,2.935,3.479
14EF,PRE0200,PI248318,24,12,12,6.189082718,0.794174757,0.35,1.07,2.99,3.485
14EF,PRE0179,PI276851,24,2,11,1.61506339,0.849152542,0.325,0.86,2.675,3.243
14EF,PRE0250,NSL50409,24,3,11,9.132709091,0.787878788,0.225,0.715,2.327,2.827
14EF,PRE0027,PI148088,25,1,13,4.205538462,0.868131868,0.275,0.725,2.345,2.855
14EF,PRE1023,PI329903,25,4,13,4.946174413,0.859007833,0.3,0.745,2.666,3.045
14EF,PRE0028,PI148089,25,5,13,10.94604473,0.795527157,0.4,1.225,3.798,4.191
14EF,PRE0394,NSL54222,25,6,13,7.812924324,0.756756757,0.35,0.845,2.727,3.281
14EF,PRE0445,NSL54894,25,7,14,7.347102913,0.786407767,0.285,0.8,2.922,3.538
14EF,PRE1022,PI329902,25,8,14,2.810820339,0.779661017,0.4,1.13,2.582,2.743
14EF,PRE0564,PI660588,25,9,14,4.38515,0.788461538,0.3,0.765,2.29,2.613
14EF,PRE0902,NSL55159,25,10,14,10.2344053,0.649006623,0.375,1.255,3.355,3.63
14EF,PRE0087,PI155329,25,11,14,8.239463303,0.619266055,0.385,1.28,3.947,3.447
14EF,PRE1123,NSL50752,25,12,14,7.359790476,0.778711485,0.425,0.88,2.697,3.107
14EF,PRE0549,PI651103,25,2,13,5.241464653,0.83081571,0.275,0.665,2.073,2.531
14EF,PRE0348,PI660601,25,3,13,5.740085417,0.857638889,0.315,0.805,2.402,3.109
14EF,PRE0494,NSL67921,26,1,13,5.436054054,0.848966614,0.275,0.78,2.28,2.75
14EF,PRE0553,PI660566,26,4,13,6.812717647,0.76816609,0.3,0.645,2.658,3.135
14EF,PRE0452,NSL54591,26,5,13,9.595014327,0.719197708,0.375,1.13,3.465,3.951
14EF,PRE0350,NSL51902,26,6,13,6.6062,0.839779006,0.31,0.72,2.482,2.69
14EF,PRE0306,NSL51200,26,7,14,6.858600432,0.853131749,0.325,0.77,2.551,3.314
14EF,PRE0701,PI570764,26,8,14,6.541004714,0.723905724,0.275,0.88,2.077,2.168
14EF,PRE0332,NSL51836,26,9,14,9.275980545,0.747081712,0.35,0.825,2.996,3.451
14EF,PRE0292,NSL50721,26,10,14,6.761922656,0.80078125,0.425,0.89,2.766,3.406
14EF,Pacesetter,commercial hybrid,26,11,14,11.17465781,0.763020833,0.5,1.395,3.064,3.83
14EF,PRE0139,PI276790,26,12,14,7.546650584,0.743190661,0.385,1.32,3.277,4.278
14EF,PRE0317,PI660571,26,2,13,8.505615886,0.802443992,0.275,0.715,2.312,2.654
14EF,PRE1072,NSL365697,26,3,13,4.961423789,0.788546256,0.31,0.565,1.262,1.517
14EF,PRE1101,NSL87138,27,1,13,7.589179431,0.7702407,0.375,1.105,3.33,3.394
14EF,Pacesetter,commercial hybrid,27,4,13,9.854670846,0.764890282,0.325,0.98,3.155,3.58
14EF,Grassl,PI154844,27,5,13,6.793947253,0.747252747,0.375,1.145,2.915,3.192
14EF,PRE0268,PI570712,27,6,13,6.62724388,0.868360277,0.305,0.71,2.51,2.89
14EF,PRE0051,PI152611,27,7,14,4.786232028,0.829181495,0.2,0.48,2.249,2.574
14EF,PRE1451,PI525059,27,8,14,11.51540906,0.728222997,0.4,1.065,3.225,3.558
14EF,PRE1074,PI660631,27,9,14,3.431719385,0.843076923,0.35,0.68,1.366,1.618
14EF,PRE0544,PI651124,27,10,14,7.96169078,0.80141844,0.525,0.74,2.57,3.074
14EF,PRE0432,NSL54635,27,11,14,7.61345,0.802238806,0.325,0.865,2.66,3.409
14EF,PRE0991,PI330981,27,12,14,8.756032272,0.690021231,0.35,1.045,3.414,3.728
14EF,PRE0382,PI660597,27,2,13,4.968916497,0.82688391,0.25,0.64,2.108,2.693
14EF,PRE0362,NSL54142,27,3,13,6.639267742,0.790322581,0.35,0.93,2.405,2.71
14EF,PRE0388,NSL54224,28,1,13,4.91570625,0.832720588,0.325,0.67,1.607,1.919
14EF,PRE0477,NSL55725,28,4,13,6.102422977,0.80156658,0.25,0.67,2.391,2.75
14EF,PRE0532,PI660558,28,5,13,8.080978593,0.694189602,0.3,0.985,2.163,2.251
14EF,PRE0865,NSL55350,28,6,13,6.449711304,0.744927536,0.285,1.195,3.574,3.566
14EF,PRE0398,NSL54111,28,7,14,4.205538462,0.794871795,0.35,0.765,2.337,2.521
14EF,PRE0309,PI152594,28,8,14,7.576708876,0.772189349,0.25,0.71,2.957,3.349
14EF,PRE0692,NSL51825,28,9,14,7.271791531,0.674267101,0.325,0.885,2.304,2.362
14EF,PRE1014,PI329707,28,10,14,9.881237681,0.735507246,0.375,0.79,2.572,3.094
14EF,PRE0430,PI267643,28,11,14,4.792513661,0.863387978,0.375,0.585,1.777,2.382
14EF,PRE0373,PI660602,28,12,14,5.854300699,0.825174825,0.425,0.93,2.61,3.114
14EF,PRE1446,PI505705,28,2,13,7.907612963,0.787037037,0.25,0.645,2.45,2.992
14EF,PRE1424,PI609612,28,3,13,8.128392143,0.632142857,0.225,0.805,3.125,2.934
14EF,PRE0196,PI248313,29,1,15,4.434347644,0.62565445,0.3,0.975,NA,2.999
14EF,PRE0680,PI648210,29,4,15,7.493542568,0.692567568,0.3,0.88,NA,2.376
14EF,PRE1329,NSL365759,29,5,15,6.868056478,0.817275748,0.315,0.735,NA,2.853
14EF,PRE0681,PI570717,29,6,15,5.259551538,0.665384615,0.225,0.68,NA,3.361
14EF,PRE0543,PI647716,29,7,16,5.974868571,0.817857143,0.325,0.66,NA,2.385
14EF,PRE0252,NSL52261,29,8,16,7.719818384,0.77994429,0.275,0.61,NA,3.045
14EF,PRE0349,NSL51969,29,9,16,5.998478523,0.802013423,0.285,0.61,NA,2.692
14EF,PRE0686,PI648212,29,10,16,6.495517514,0.709039548,0.375,1.015,NA,2.568
14EF,PRE0206,PI248336,29,11,16,8.458854688,0.747395833,0.325,1.025,NA,3.266
14EF,PRE0208,PI291231,29,12,16,7.916707621,0.796766744,0.375,0.83,NA,3.477
14EF,PRE0584,NSL55719,29,2,15,6.151079579,0.776842105,0.275,0.755,NA,2.656
14EF,PRE0516,NSL52295,29,3,15,6.587016842,0.764912281,0.225,0.61,NA,2.947
14EF,PRE0166,PI276829,30,1,15,7.263523542,0.760259179,0.425,1.035,NA,3.182
14EF,PRE0690,PI267654,30,4,15,6.940503896,0.668831169,0.3,0.86,NA,2.193
14EF,PRE0075,PI153852,30,5,15,6.281757576,0.848484848,0.215,0.635,NA,2.854
14EF,PRE0069,PI153824,30,6,15,6.530266667,0.833333333,0.2,0.735,NA,2.973
14EF,PRE0751,PI586790,30,7,16,8.950641667,0.680555556,0.2,0.855,NA,3.298
14EF,PRE0502,PI570858,30,8,16,7.817239316,0.688034188,0.34,1.18,NA,2.961
14EF,PRE0367,NSL54212,30,9,16,5.883576159,0.801324503,0.375,0.69,NA,2.687
14EF,PRE1222,NSL54490,30,10,16,5.165117391,0.847826087,0.3,0.59,NA,2.151
14EF,PRE1246,PI660620,30,11,16,5.441888889,0.814814815,0.3,0.625,NA,2.648
14EF,PRE0565,NSL51992,30,12,16,6.345857143,0.805194805,0.365,0.765,NA,2.834
14EF,PRE0574,PI647747,30,2,15,9.427824628,0.785562633,0.3,0.76,NA,2.967
14EF,PRE0111,PI257600,30,3,15,4.40555,0.72761194,0.3,0.775,NA,3.129
14EF,Pacesetter,commercial hybrid,31,1,15,10.01043701,0.75721562,0.525,1.54,NA,3.518
14EF,PRE0064,PI152736,31,4,15,6.304767677,0.797979798,0.3,0.685,NA,2.578
14EF,PRE0522,PI562995,31,5,15,6.6773875,0.767361111,0.4,0.86,NA,3.265
14EF,PRE0403,NSL50797,31,6,15,6.909070455,0.806818182,0.34,0.73,NA,2.17
14EF,PRE0003,PI147828,31,7,16,9.247687167,0.755447942,0.4,1.09,NA,3.774
14EF,PRE0839,NSL55023,31,8,16,8.616535,0.682142857,0.35,1.16,NA,3.711
14EF,PRE0730,PI570750,31,9,16,6.94145283,0.679245283,0.325,0.695,NA,2.75
14EF,PRE0066,PI152748,31,10,16,6.181265385,0.836538462,0.4,0.775,NA,2.61
14EF,PRE0424,PI660606,31,11,16,6.672532567,0.789272031,0.25,0.66,NA,2.475
14EF,PRE0053,PI152636,31,12,16,7.878083333,0.791666667,0.325,0.66,NA,2.894
14EF,PRE0150,PI276806,31,2,15,7.348283841,0.772833724,0.3,1.12,NA,3.656
14EF,PRE0025,PI148086,31,3,15,10.89905172,0.74137931,0.35,1.255,NA,3.759
14EF,PRE0671,NSL51603,32,1,15,8.116928182,0.695454545,0.45,1.475,NA,3.585
14EF,PRE0320,PI282835,32,4,15,6.616238644,0.810169492,0.35,0.72,NA,3.051
14EF,PRE0132,PI276783,32,5,15,10.6354125,0.711805556,0.365,1,NA,3.976
14EF,PRE0109,PI257598,32,6,15,7.839672241,0.672240803,0.4,1.325,NA,3.498
14EF,PRE1057,PI154844,32,7,16,8.740527578,0.760191847,0.3,1.015,NA,3.438
14EF,PRE0586,NSL55712,32,8,16,3.054689524,0.796825397,0.325,0.805,NA,2.667
14EF,Pacesetter,commercial hybrid,32,9,16,9.978091089,0.739273927,0.4,1.06,NA,3.675
14EF,PRE0185,PI285039,32,10,16,4.444196319,0.81595092,0.385,0.745,NA,2.797
14EF,PRE0211,PI291236,32,11,16,7.375306931,0.640264026,0.35,1.53,NA,2.883
14EF,PRE1088,NSL55458,32,12,16,4.885515349,0.630232558,0.385,1.39,NA,3.536
14EF,PRE0508,NSL55842,32,2,15,4.507880449,0.833707865,0.4,0.99,NA,3.175
14EF,PRE0072,PI153844,32,3,15,10.44351785,0.750841751,0.45,1.235,NA,3.403
14EF,PRE0331,PI221662,33,1,17,8.535865049,0.798543689,0.46,1.1,NA,3.389
14EF,PRE0947,PI185458,33,4,17,6.88334296,0.776173285,0.285,0.805,NA,3.591
14EF,PRE0425,PI571001,33,5,17,7.896428571,0.789915966,0.4,0.74,NA,2.733
14EF,PRE0497,NSL67916,33,6,17,7.976638978,0.744408946,0.3,0.945,NA,3.542
14EF,PRE0382,PI660597,33,7,18,5.350111959,0.834605598,0.3,0.695,NA,2.622
14EF,PRE0068,PI153800,33,8,18,6.617047619,0.818452381,0.2,0.76,NA,3.049
14EF,PRE0167,PI276830,33,9,18,7.625508475,0.788135593,0.35,1.035,NA,3.451
14EF,PRE0146,PI276801,33,10,18,7.174501053,0.768421053,0.375,0.925,NA,3.33
14EF,PRE0587,NSL55678,33,11,18,5.990061281,0.777158774,0.3,0.92,NA,3.545
14EF,PRE0568,PI267542,33,12,18,6.059787838,0.790540541,0.45,0.83,NA,2.912
14EF,PRE0442,NSL54877,33,2,17,7.046928783,0.777448071,0.35,1.035,NA,3.246
14EF,PRE0094,PI217881,33,3,17,3.446645205,0.678082192,0.35,1.12,NA,3.143
14EF,PRE1019,PI329836,34,1,17,7.349201774,0.784922395,0.325,0.655,NA,2.923
14EF,PRE0137,PI276788,34,4,17,5.825273125,0.846875,0.3,0.63,NA,2.354
14EF,PRE0384,NSL54165,34,5,17,6.1765625,0.783088235,0.35,0.86,NA,2.807
14EF,PRE0423,PI152750,34,6,17,5.479095561,0.744125326,0.225,0.675,NA,2.413
14EF,PRE0056,PI152702,34,7,18,4.556730128,0.746794872,0.285,0.665,NA,3.22
14EF,PRE0483,NSL55711,34,8,18,4.886748077,0.778846154,0.35,0.755,NA,3.496
14EF,PRE0575,PI586792,34,9,18,3.156985859,0.858585859,0.3,0.665,NA,2.756
14EF,PRE0035,PI148104,34,10,18,7.48583418,0.7852194,0.375,1.25,NA,3.853
14EF,PRE0028,PI148089,34,11,18,8.497431655,0.79616307,0.35,0.965,NA,3.659
14EF,Pacesetter,commercial hybrid,34,12,18,5.776357143,0.758503401,0.425,1.065,NA,3.193
14EF,PRE0534,NSL50650,34,2,17,6.406253275,0.825327511,0.4,0.805,NA,2.896
14EF,PRE0319,PI267653,34,3,17,8.082376895,0.805054152,0.4,0.805,NA,2.958
14EF,PRE0435,NSL54588,35,1,17,7.058871979,0.789203085,0.35,0.9,NA,3.107
14EF,PRE0493,NSL55700,35,4,17,8.588675676,0.756756757,0.4,1.165,NA,3.369
14EF,Pacesetter,commercial hybrid,35,5,17,10.91812857,0.738095238,0.425,1.09,NA,3.623
14EF,PRE0022,PI148083,35,6,17,8.080234097,0.783715013,0.325,1.185,NA,3.878
14EF,PRE0755,NSL55934,35,7,18,6.155481429,0.653571429,0.35,1.205,NA,3.389
14EF,PRE0498,NSL55743,35,8,18,2.687657143,0.781512605,0.25,0.6,NA,2.908
14EF,PRE0134,PI276785,35,9,18,2.3562,0.770149254,0.35,0.62,NA,3.388
14EF,PRE0492,NSL67920,35,10,18,5.679579692,0.775384615,0.3,0.605,NA,2.643
14EF,PRE0295,NSL50601,35,11,18,3.131355497,0.845549738,0.325,0.565,NA,2.127
14EF,PRE1084,NSL365707,35,12,18,3.61282807,0.859649123,0.35,0.51,NA,2.063
14EF,Tchinlouol,PI506030,35,2,17,5.967521472,0.785276074,0.3,0.68,NA,2.949
14EF,PRE1069,NSL365694,35,3,17,2.964904615,0.819230769,0.35,0.6,NA,1.536
14EF,PRE0484,NSL55744,36,1,17,7.434123017,0.779497099,0.375,0.56,NA,2.595
14EF,PRE0329,NSL51691,36,4,17,6.033190476,0.829131653,0.3,1.31,NA,3.094
14EF,PRE0449,PI591377,36,5,17,7.475588608,0.731012658,0.35,0.65,NA,3.53
14EF,PRE0603,NSL50451,36,6,17,4.567534177,0.791139241,0.3,0.98,NA,3.016
14EF,PRE0342,PI562963,36,7,18,4.187314462,0.821538462,0.3,0.75,NA,2.261
14EF,PRE0431,NSL55460,36,8,18,5.781350181,0.732851986,0.3,0.675,NA,2.709
14EF,PRE0581,NSL55032,36,9,18,4.288491743,0.767584098,0.275,0.65,NA,3.577
14EF,PRE1337,NSL365766,36,10,18,3.537248525,0.790163934,0.25,0.495,NA,2.704
14EF,PRE0472,NSL55670,36,11,18,6.108252564,0.71474359,0.275,0.83,NA,3.346
14EF,PRE0182,PI276855,36,12,18,4.965328125,0.792410714,0.375,1.125,NA,3.155
14EF,PRE0919,NSL55671,36,2,17,7.803815205,0.660818713,0.34,0.905,NA,3.835
14EF,PRE0135,PI276786,36,3,17,11.65870775,0.700704225,0.45,1.155,NA,4.299
14EF,PRE0371,NSL54144,37,1,19,7.978502415,0.758454106,0.45,1.16,NA,3.262
14EF,PRE0459,NSL54612,37,4,19,8.829100361,0.682310469,0.385,1.135,NA,3.946
14EF,PRE0124,PI276770,37,5,19,8.963287834,0.798219585,0.35,0.985,NA,3.381
14EF,PRE1293,NSL365735,37,6,19,4.37376,0.591489362,0.285,0.54,NA,2.05
14EF,PRE1111,PI570708,37,7,20,3.040370667,0.826666667,0.3,0.6,NA,2.23
14EF,PRE0526,PI563006,37,8,20,3.97665679,0.827160494,0.315,0.575,NA,2.209
14EF,PRE0496,NSL55704,37,9,20,1.239427957,0.835125448,0.325,0.545,NA,1.673
14EF,PRE0029,PI148093,37,10,20,5.490970435,0.817391304,0.425,0.995,NA,3.205
14EF,PRE0273,NSL50937,37,11,20,4.446069705,0.825737265,0.4,0.565,NA,3.014
14EF,PRE0305,PI282868,37,12,20,4.256659504,0.859504132,0.45,0.7,NA,2.494
14EF,PRE0049,PI152595,37,2,19,5.657105104,0.835538752,0.315,0.66,NA,2.902
14EF,PRE1015,PI329719,37,3,19,8.636980984,0.678688525,0.5,1.38,NA,4.178
14EF,PRE0126,PI276772,38,1,19,2.952434705,0.81216458,0.45,1.34,NA,2.533
14EF,PRE0523,PI651131,38,4,19,5.350336059,0.799256506,0.385,0.735,NA,2.016
14EF,PRE0186,PI285041,38,5,19,6.90661125,0.803125,0.415,0.88,NA,2.689
14EF,PRE0558,NSL51678,38,6,19,6.404711246,0.775075988,0.425,1.04,NA,3.383
14EF,PRE0131,PI276782,38,7,20,7.496372308,0.734615385,0.325,0.91,NA,4.242
14EF,PRE0399,PI660594,38,8,20,1.197147147,0.84984985,0.225,0.5,NA,1.683
14EF,PRE0241,NSL52313,38,9,20,3.457007885,0.792114695,0.25,0.61,NA,2.882
14EF,PRE1166,PI330894,38,10,20,2.999571892,0.764864865,0.3,0.565,NA,2.282
14EF,PRE0237,PI570719,38,11,20,4.87338427,0.685393258,0.315,0.77,NA,2.102
14EF,PRE0356,NSL51981,38,12,20,8.106251942,0.803398058,0.415,0.825,NA,3.09
14EF,PRE0351,NSL52176,38,2,19,5.975800447,0.81655481,0.4,0.86,NA,2.602
14EF,PRE0272,PI651168,38,3,19,7.322142857,0.785714286,0.475,1.055,NA,3.199
14EF,PRE0253,NSL52282,39,1,19,7.737827832,0.734627832,0.35,0.805,NA,2.671
14EF,PRE0358,NSL54221,39,4,19,3.471722905,0.826815642,0.4,0.7,NA,1.517
14EF,PRE0514,NSL52286,39,5,19,7.41590495,0.762376238,0.36,0.925,NA,3.084
14EF,PRE0067,PI152770,39,6,19,6.975293671,0.751054852,0.34,0.865,NA,3.592
14EF,PRE0271,PI651167,39,7,20,4.188555479,0.797945205,0.385,0.635,NA,2.174
14EF,PRE0520,NSL50649,39,8,20,3.7587,0.75,0.275,0.525,NA,1.447
14EF,PRE0528,PI651178,39,9,20,1.746869496,0.843501326,0.325,0.525,NA,1.815
14EF,Pacesetter,commercial hybrid,39,10,20,5.8089,0.75,0.4,0.765,NA,2.851
14EF,PRE1118,NSL51958,39,11,20,4.670731387,0.806569343,0.34,0.57,NA,2.386
14EF,PRE0269,NSL80235,39,12,20,5.650852713,0.80620155,0.45,0.8,NA,3.014
14EF,PRE0030,PI148097,39,2,19,3.151233333,0.833333333,0.425,1.355,NA,2.479
14EF,PRE0546,NSL50620,39,3,19,8.14385,0.803571429,0.55,0.975,NA,2.831
14EF,ZMA_5373,PI505739,40,1,19,6.523605848,0.757309942,0.45,0.88,NA,2.761
14EF,PRE0832,NSL54790,40,4,19,7.169097101,0.688405797,0.35,1.38,NA,3.24
14EF,PRE0863,NSL55345,40,5,19,6.629867532,0.649350649,0.475,1.585,NA,3.293
14EF,PRE0063,PI152731,40,6,19,4.404133333,0.833333333,0.315,0.565,NA,2.546
14EF,PRE0303,NSL51039,40,7,20,5.699111913,0.761732852,0.275,0.7,NA,2.286
14EF,PRE0277,PI562969,40,8,20,2.794930769,0.840659341,0.325,0.49,NA,1.834
14EF,PRE0422,NSL54542,40,9,20,2.861862757,0.815249267,0.275,0.5,NA,2.162
14EF,PRE0530,NSL50740,40,10,20,1.908928682,0.821705426,0.3,0.575,NA,2.05
14EF,PRE0593,PI267580,40,11,20,5.7354238,0.812108559,0.35,0.82,NA,2.865
14EF,PRE0705,NSL102169,40,12,20,5.71212782,0.727443609,0.425,1.125,NA,2.931
14EF,PRE0924,NSL55731,40,2,19,4.324837638,0.806273063,0.4,0.915,NA,2.409
14EF,Pacesetter,commercial hybrid,40,3,19,7.637609329,0.731778426,0.525,1.32,NA,3.477
